prompt,halu_test_res
What record label did Led Zeppelin form after their final studio release on Atlantic Records?,False
What was the original name of the Virginia Central Railroad before its renaming in February 1850?,False
What year did Manta officially open to the public?,False
What was the primary mission of the 45th Division during the Sicilian invasion?,True
What was the estimated number of killed Roman soldiers according to Polybius at the Battle of Lake Trasimene?,False
"What is considered Britain's ""most perfect example of symmetrical concentric planning""?",True
What was the political party affiliation of Leo Ryan?,False
What was the highest point of elevation in the 2018 Tour de France?,True
What position was William Claiborne appointed to in the Virginia Colony in 1626?,False
What type of choir did Bach set the Magnificat for?,True
What significant wartime project was David Greenglass assigned to in July 1944?,False
What code is used to transmit airport weather observations worldwide?,False
What resistance movement did Witold Pilecki co-found?,True
What is the typical incubation period for white-bellied sea eagle eggs?,False
What are seamounts with a flat top called?,False
"Who photographed the cover artwork for ""Highway 61 Revisited""?",False
"What is the title of Korn's twelfth studio album released on October 21, 2016?",False
What year did the formal zoo receive charter confirmation from New York's assembly?,True
What is the lifespan of a red panda in captivity?,True
What year did Lamb of God release the album Ashes of the Wake?,False
What was the settlement developed around the Roman Baths site called?,False
What caliber of gun did Jacob L. Devers urge for development to improve the M4 Sherman?,False
Who was the second major donor to The Cloisters after Rockefeller?,True
"What unusual rune in the inscription of runestone U 1087 is associated with ""Greece""?",True
What year was the Skinners Falls–Milanville Bridge completed?,True
"What is the title of the debut extended play (EP) by Sharon Needles released on October 11, 2019?",True
What type of boilers were installed on SMS Hildebrand during her reconstruction from 1901 to 1902?,False
What type of vessel was the USS Romeo during her military service?,True
"Who played the character Ricardio in ""Ricardio the Heart Guy""?",True
What is the title of the twelfth episode of the sixth season of Grey's Anatomy?,False
What term describes the reduction in learning caused by the inclusion of irrelevant but interesting elements in educational content?,False
What is the name of the song recorded by Lorde for her second album Melodrama?,True
What size of torpedo tubes were originally planned for the French cruiser Descartes before being replaced?,True
Who was the lone athlete representing Thailand at the 2006 Winter Olympics?,True
"What nickname did Malla change the character's name to in the film ""Loot""?",True
What was the maximum recorded wind speed of Hurricane Carlos when it was upgraded to a Category 1 hurricane?,True
What percentage of VVKJ aircraft had been lost by April 8?,True
What century was Wetheral Priory Gatehouse probably built in?,True
Who developed King Arthur & the Knights of Justice?,True
What did Large describe the war as after his release?,True
Who awarded Pierre Marie Barthélemy Ferino the Grand Cross of the Legion of Honor?,True
What was Daniel O'Connell's profession in San Francisco?,True
What year did James Nicoll Morris join the Royal Navy?,True
When was the Italian cruiser Pisa launched?,True
What was the last performance of The Cry of Love Tour?,True
"Who produced ""Suze (The Cough Song)""?",True
What type of bridge is Abbotsford Bridge?,True
Who were sentenced to life imprisonment for their parts in the murder of Suzanne Capper?,True
What is the conservation status of the small-toothed sportive lemur as of 2014?,False
"Who originally recorded ""Zoo Be Zoo Be Zoo"" as publicity for the film The Millionairess?",False
What nickname was Louis B. Seltzer known by due to his influence in Cleveland?,True
What formations in the United States have teeth belonging to the hardnose shark been recovered from?,True
What position did Samuel A. Mulledy hold at Georgetown College in 1845?,False
"What is the title of the song recorded by Inna for her debut studio album, Hot?",True
"What did Progressive Conservative MP Felix Holtmann refer to ""Vanitas: Flesh Dress for an Albino Anorectic"" as?",True
What significant event occurred in April 2014 involving Jeremy Pemberton?,True
What is the title of the song by Meghan Trainor that features producer Mike Sabath and was released as the second single from her album Treat Myself?,True
What is the release date of The Director's Cut?,True
What was Onneca Fortúnez's relationship to Abd-ar-Rahman III?,True
Who instructed A. Crossley to develop and test the pilot cable concept at the New London Naval Base?,True
What was the name of the fire ship that John Cooke commanded after his promotion to commander?,True
"What is the title of the sequel to ""Kids Can Say No!""?",True
What year was Lee Guetterman selected as a 1st Team All-American?,True
"Who co-produced ""Honky Tonk Heroes"" with Waylon Jennings?",True
"What substance does House realize ""the answer"" necklace is made from?",True
What is the length of K-140?,True
What year was the 1st Sustainment Brigade activated?,True
What was placed on the dome of Altes Stadthaus after the statue of Fortuna was removed?,True
What is the height of Carr Hill above sea level in metres?,True
When was the Boston Society for Medical Improvement established?,True
What was the original name of Populous: The Beginning?,True
What position did Jean Walton hold at Pomona College in 1949?,False
What is the title of the song by Jordin Sparks that serves as the lead single from her second studio album?,False
What style is the new Union Station described as having?,True
What term is used to describe coercive proposals that involve both a threat and an offer?,True
Who designed the machine for applying gutta-percha to a conductor seamlessly?,True
What was the final score at halftime of the 2012 New Mexico Bowl?,True
What championship did Nick Bockwinkel hold for a second time in December 1968?,True
"What was the final estimated cost of the New York Yacht Club Building, including the land?",True
"What year was ""The Man in the Moon Stayed Up Too Late"" first published?",True
Who developed Life Is Strange 2?,True
What is the name of the partnership formed to jointly own channel 8 in Knoxville?,True
What did the publication Soundigest rank as Gray's Top Five Favourite Covers?,True
